file_path,accuracy,f1,recall
gpt4_python/filtered_fullinfo_sepandhaghighi_pycm_2/evaluation_results.json,0.9230769230769231,0.07142857142857144,0.5
gpt4_python/filtered_fullinfo_ansible_ansible_9/evaluation_results.json,0.15873015873015872,0.041883989252410304,0.12222222222222223
gpt4_python/filtered_fullinfo_aws_aws-cdk_5/evaluation_results.json,0.4232081911262799,0.1090909090909091,0.16363636363636364
gpt4_python/filtered_fullinfo_PrefectHQ_prefect_30/evaluation_results.json,0.07495429616087751,0.02057131308670365,0.04978425026968716
gpt4_python/filtered_fullinfo_microsoft_onnxruntime_55/evaluation_results.json,0.10451977401129943,0.004022188732161283,0.016923076923076923
gpt4_python/filtered_fullinfo_postgresml_postgresml_2/evaluation_results.json,0.5555555555555556,0.5,0.5357142857142857
gpt4_python/filtered_fullinfo_kubescape_kubescape_2/evaluation_results.json,0.75,0.42857142857142855,0.375
gpt4_python/filtered_fullinfo_Oneflow-Inc_oneflow_36/evaluation_results.json,0.04024390243902439,0.005816389100403847,0.018226231388395672
gpt4_python/filtered_fullinfo_LibrePhotos_librephotos_2/evaluation_results.json,0.0,0.0,0.0
gpt4_python/filtered_fullinfo_DannyCork_python-whois_2/evaluation_results.json,0.7333333333333333,0.4230769230769231,0.4230769230769231
gpt4_python/filtered_fullinfo_OctoPrint_OctoPrint_5/evaluation_results.json,0.3333333333333333,0.0,0.0
gpt4_python/filtered_fullinfo_StarRocks_starrocks_2/evaluation_results.json,0.6666666666666666,0.25,0.5
gpt4_python/filtered_fullinfo_project-alice-assistant_ProjectAlice_2/evaluation_results.json,0.75,0.42857142857142855,0.42857142857142855
gpt4_python/filtered_fullinfo_Lightning-AI_lightning_55/evaluation_results.json,0.25298804780876494,0.000545263480045078,0.0176334605666362
gpt4_python/filtered_fullinfo_fastmachinelearning_hls4ml_2/evaluation_results.json,0.8378378378378378,0.7607758620689655,0.7607758620689655
gpt4_python/filtered_fullinfo_microsoft_DirectML_2/evaluation_results.json,1.0,1.0,1.0
gpt4_python/filtered_fullinfo_Andy-Python-Programmer_aero_2/evaluation_results.json,0.9444444444444444,0.4857142857142857,0.5
gpt4_python/filtered_fullinfo_apache_flink-ml_3/evaluation_results.json,0.38666666666666666,0.14336917562724014,0.30303030303030304
gpt4_python/filtered_fullinfo_evidentlyai_evidently_5/evaluation_results.json,0.19484240687679083,0.11912201456523648,0.21298737727910236
gpt4_python/filtered_fullinfo_managarm_mlibc_2/evaluation_results.json,0.5,0.3333333333333333,0.5
gpt4_python/filtered_fullinfo_tensorflow_tfjs_3/evaluation_results.json,0.37333333333333335,0.19444444444444445,0.2333333333333333
gpt4_python/filtered_fullinfo_microsoft_workshop-library_2/evaluation_results.json,0.7666666666666667,0.5424836601307189,0.8793103448275862
gpt4_python/filtered_fullinfo_sematic-ai_sematic_3/evaluation_results.json,0.3181818181818182,0.25232621784345927,0.306184012066365
gpt4_python/filtered_fullinfo_facebookresearch_habitat-lab_6/evaluation_results.json,0.30398671096345514,0.04798689138576779,0.22174603174603172
gpt4_python/filtered_fullinfo_FTM-Labs_Aptos-NFT-Mint_4/evaluation_results.json,0.5,0.09090909090909091,0.21428571428571427
gpt4_python/filtered_fullinfo_cocos_cocos-engine_4/evaluation_results.json,0.6428571428571429,0.14285714285714288,0.25
gpt4_python/filtered_fullinfo_deepchecks_deepchecks_14/evaluation_results.json,0.25552608311229,0.0189203601831347,0.061667480443922285
gpt4_python/filtered_fullinfo_vaticle_typedb-ml_2/evaluation_results.json,0.9230769230769231,0.07142857142857144,0.5
gpt4_python/filtered_fullinfo_iterative_mlem_3/evaluation_results.json,0.8661800486618005,0.05429864253393665,0.2926829268292683
gpt4_python/filtered_fullinfo_merantix-momentum_squirrel-core_7/evaluation_results.json,0.22033898305084745,0.07005967005967007,0.09285714285714286
gpt4_python/filtered_fullinfo_microsoft_responsible-ai-toolbox_8/evaluation_results.json,0.44881889763779526,0.05705078107455017,0.15164160401002505
gpt4_python/filtered_fullinfo_aerospike_aerospike-kubernetes-operator_2/evaluation_results.json,0.5,0.3333333333333333,0.5
gpt4_python/filtered_fullinfo_google_CFU-Playground_2/evaluation_results.json,0.875,0.1111111111111111,0.5
gpt4_python/filtered_fullinfo_taosdata_TDengine_23/evaluation_results.json,0.4552683896620278,0.0008547008547008547,0.05555555555555555
gpt4_python/filtered_fullinfo_microsoft_DeepSpeed_28/evaluation_results.json,0.08906882591093117,0.0010877447425670776,0.03571428571428571
gpt4_python/filtered_fullinfo_Giskard-AI_giskard_3/evaluation_results.json,0.0,0.0,0.0
gpt4_python/filtered_fullinfo_o3de_o3de_25/evaluation_results.json,0.47491039426523296,0.004843908597261278,0.07039411206077872
gpt4_python/filtered_fullinfo_sb-ai-lab_LightAutoML_3/evaluation_results.json,0.6666666666666666,0.3397435897435897,0.5416666666666666
gpt4_python/filtered_fullinfo_lablup_backend.ai_12/evaluation_results.json,0.209375,0.02237894608292117,0.08946078431372549
gpt4_python/filtered_fullinfo_facebookresearch_hydra_2/evaluation_results.json,1.0,1.0,1.0
gpt4_python/filtered_fullinfo_lukas-blecher_LaTeX-OCR_2/evaluation_results.json,0.8,0.7619047619047619,0.75
gpt4_python/filtered_fullinfo_jthuraisamy_SysWhispers2_2/evaluation_results.json,0.6666666666666666,0.25,0.5
gpt4_python/filtered_fullinfo_nubank_fklearn_4/evaluation_results.json,0.47619047619047616,0.1625,0.3214285714285714
gpt4_python/filtered_fullinfo_ydataai_pandas-profiling_11/evaluation_results.json,0.21031746031746032,0.040840945803098876,0.09232072275550536
gpt4_python/filtered_fullinfo_Tencent_TNN_7/evaluation_results.json,0.5714285714285714,0.13333333333333333,0.2
gpt4_python/filtered_fullinfo_google_filament_2/evaluation_results.json,1.0,1.0,1.0
gpt4_python/filtered_fullinfo_google_ml-compiler-opt_6/evaluation_results.json,0.3539325842696629,0.17642825011246063,0.18179050781790507
gpt4_python/filtered_fullinfo_bentoml_BentoML_4/evaluation_results.json,0.3286384976525822,0.14597752808988765,0.1631578947368421
gpt4_python/filtered_fullinfo_mindsdb_mindsdb_8/evaluation_results.json,0.17803030303030304,0.1342353975258994,0.21226751582100128
gpt4_python/filtered_fullinfo_isl-org_Open3D-ML_4/evaluation_results.json,0.42105263157894735,0.17424242424242425,0.5
gpt4_python/filtered_fullinfo_ClickHouse_ClickHouse_38/evaluation_results.json,0.13227016885553472,0.0019787060824496055,0.02636902268238674
gpt4_python/filtered_fullinfo_apache_arrow_5/evaluation_results.json,0.475,0.09848484848484848,0.18666666666666668
gpt4_python/filtered_fullinfo_redpanda-data_redpanda_18/evaluation_results.json,0.17142857142857143,0.03409656545545047,0.060714285714285714
gpt4_python/filtered_fullinfo_treeverse_lakeFS_2/evaluation_results.json,1.0,1.0,1.0
gpt4_python/filtered_fullinfo_whylabs_whylogs_8/evaluation_results.json,0.18433179723502305,0.06902929036508797,0.2846902201740911
gpt4_python/filtered_fullinfo_heartexlabs_label-studio_13/evaluation_results.json,0.13125,0.019678151709401712,0.10320512820512821
gpt4_python/filtered_fullinfo_FedML-AI_FedML_6/evaluation_results.json,0.6988847583643123,0.08013195749044806,0.23769929461783748
gpt4_python/filtered_fullinfo_microsoft_qlib_9/evaluation_results.json,0.35795454545454547,0.0023391812865497076,0.1111111111111111
gpt4_python/filtered_fullinfo_apache_dolphinscheduler_3/evaluation_results.json,0.9130434782608695,0.027777777777777776,0.3333333333333333
gpt4_python/filtered_fullinfo_GoogleCloudPlatform_vertex-ai-samples_8/evaluation_results.json,0.4065934065934066,0.054824561403508776,0.06648936170212766
gpt4_python/filtered_fullinfo_py-why_dowhy_4/evaluation_results.json,0.8287037037037037,0.22658227848101267,0.2355263157894737
gpt4_python/filtered_fullinfo_open-goal_jak-project_2/evaluation_results.json,0.8936170212765957,0.7426067907995619,0.8284883720930232
gpt4_python/filtered_fullinfo_LmeSzinc_AzurLaneAutoScript_2/evaluation_results.json,0.4855371900826446,0.4348101354868664,0.47955209347614414
gpt4_python/filtered_fullinfo_NannyML_nannyml_4/evaluation_results.json,0.8759894459102903,0.0013192612137203166,0.25
gpt4_python/filtered_fullinfo_amundsen-io_amundsen_3/evaluation_results.json,0.2222222222222222,0.17183985605038235,0.14927536231884056
gpt4_python/filtered_fullinfo_activeloopai_deeplake_8/evaluation_results.json,0.6649484536082474,0.023364485981308407,0.125
gpt4_python/filtered_fullinfo_MLB-LED-Scoreboard_mlb-led-scoreboard_2/evaluation_results.json,0.9019607843137255,0.4742268041237114,0.46938775510204084
gpt4_python/filtered_fullinfo_MobSF_Mobile-Security-Framework-MobSF_3/evaluation_results.json,0.5555555555555556,0.4444444444444444,0.5
gpt4_python/filtered_fullinfo_arangodb_arangodb_5/evaluation_results.json,0.4375,0.0,0.0
gpt4_python/filtered_fullinfo_aimhubio_aim_10/evaluation_results.json,0.2579185520361991,0.046620046620046623,0.0411522633744856
gpt4_python/filtered_fullinfo_deepset-ai_haystack_25/evaluation_results.json,0.23756218905472637,0.006401401255291197,0.029721682847896436
gpt4_python/filtered_fullinfo_openreplay_openreplay_5/evaluation_results.json,0.5522388059701493,0.05109618104667609,0.13116883116883118
gpt4_python/filtered_fullinfo_aerospike_aerospike-client-python_2/evaluation_results.json,0.8338983050847457,0.45471349353049906,0.41836734693877553
gpt4_python/filtered_fullinfo_mrpandya_whatsapp-bomber_2/evaluation_results.json,0.0,1.0,1.0
gpt4_python/filtered_fullinfo_Netflix_metaflow_9/evaluation_results.json,0.31683168316831684,0.055472138805472145,0.09350104821802935
gpt4_python/filtered_fullinfo_ckan_ckan_8/evaluation_results.json,0.77046783625731,0.004884197728614037,0.12654186091686093
gpt4_python/filtered_fullinfo_ahmetoner_whisper-asr-webservice_2/evaluation_results.json,0.6666666666666666,0.25,0.5
gpt4_python/filtered_fullinfo_4paradigm_OpenMLDB_3/evaluation_results.json,0.7560975609756098,0.06504065040650407,0.3333333333333333
gpt4_python/filtered_fullinfo_nf-core_test-datasets_3/evaluation_results.json,0.875,0.3111111111111111,0.3333333333333333
gpt4_python/filtered_fullinfo_aws_serverless-application-model_9/evaluation_results.json,0.3728813559322034,0.07705357065970876,0.1099253679291344
gpt4_python/filtered_fullinfo_llvm_torch-mlir_12/evaluation_results.json,0.125,0.06223339577376844,0.10312928417547984
gpt4_python/filtered_fullinfo_ludwig-ai_ludwig_18/evaluation_results.json,0.2318702290076336,0.013641927841489244,0.05387932950958161
gpt4_python/filtered_fullinfo_mlcommons_ck_2/evaluation_results.json,0.8472222222222222,0.5906976744186047,0.7608695652173914
gpt4_python/filtered_fullinfo_lammps_lammps_2/evaluation_results.json,0.5343511450381679,0.46886008640744437,0.4761075161772026
gpt4_python/filtered_fullinfo_pyodide_pyodide_2/evaluation_results.json,0.7818181818181819,0.5611702127659575,0.565018315018315
gpt4_python/filtered_fullinfo_Toloka_toloka-kit_3/evaluation_results.json,0.5833333333333334,0.5820433436532508,0.6354166666666666
gpt4_python/filtered_fullinfo_searxng_searxng_2/evaluation_results.json,0.5783132530120482,0.41348677569150016,0.49030303030303035
gpt4_python/filtered_fullinfo_benbusby_whoogle-search_2/evaluation_results.json,0.36363636363636365,0.3636363636363636,0.6111111111111112
gpt4_python/filtered_fullinfo_Textualize_rich_2/evaluation_results.json,0.6049046321525886,0.40704217505153484,0.4102348269014936
gpt4_python/filtered_fullinfo_zenml-io_zenml_13/evaluation_results.json,0.13946731234866827,0.010834896090025666,0.08661770170721576
gpt4_python/filtered_fullinfo_zacs_ha-nfl_2/evaluation_results.json,0.5714285714285714,0.5714285714285715,0.7
gpt4_python/filtered_fullinfo_qgis_QGIS_7/evaluation_results.json,0.3064516129032258,0.0071428571428571435,0.07142857142857142
gpt4_python/filtered_fullinfo_nf-core_nf-co.re_6/evaluation_results.json,0.26851851851851855,0.08473748473748473,0.11220238095238096
gpt4_python/filtered_fullinfo_neuralmagic_deepsparse_10/evaluation_results.json,0.18548387096774194,0.01145374449339207,0.07222222222222222
gpt4_python/filtered_fullinfo_pythonnet_pythonnet_2/evaluation_results.json,0.9,0.7222222222222222,0.9473684210526316
gpt4_python/filtered_fullinfo_tahoe-lafs_tahoe-lafs_2/evaluation_results.json,1.0,1.0,1.0
gpt4_python/filtered_fullinfo_onnx_onnx-mlir_9/evaluation_results.json,0.18840579710144928,0.01661944092763409,0.07076719576719576
gpt4_python/filtered_fullinfo_GPflow_GPflow_2/evaluation_results.json,0.9210526315789473,0.4794520547945205,0.5
